Time in s,Speed in km/h,Sampling time in s,Acceleration in m/s²,Altitude in m,Gradient angle in rad
980.0,10.7,1.0,-0.6944444444444444,0.0,0.0
981.0,8.8,1.0,-0.5277777777777773,0.0,0.0
982.0,7.2,1.0,-0.4444444444444446,0.0,0.0
983.0,5.5,1.0,-0.47222222222222227,0.0,0.0
984.0,3.2,1.0,-0.6388888888888888,0.0,0.0
985.0,1.1,1.0,-0.5833333333333334,0.0,0.0
986.0,0.0,1.0,-0.3055555555555556,0.0,0.0
987.0,0.0,1.0,0.0,0.0,0.0
988.0,0.0,1.0,0.0,0.0,0.0
989.0,0.0,1.0,0.0,0.0,0.0
990.0,0.0,1.0,0.0,0.0,0.0
991.0,0.0,1.0,0.0,0.0,0.0
992.0,0.0,1.0,0.0,0.0,0.0
993.0,0.0,1.0,0.0,0.0,0.0
994.0,0.0,1.0,0.0,0.0,0.0
995.0,0.0,1.0,0.0,0.0,0.0
996.0,0.0,1.0,0.0,0.0,0.0
997.0,0.0,1.0,0.0,0.0,0.0
998.0,0.0,1.0,0.0,0.0,0.0
999.0,0.0,1.0,0.0,0.0,0.0
1000.0,0.0,1.0,0.0,0.0,0.0
1001.0,0.0,1.0,0.0,0.0,0.0
1002.0,0.0,1.0,0.0,0.0,0.0
1003.0,0.0,1.0,0.0,0.0,0.0
1004.0,0.0,1.0,0.0,0.0,0.0
1005.0,0.0,1.0,0.0,0.0,0.0
1006.0,0.0,1.0,0.0,0.0,0.0
1007.0,0.0,1.0,0.0,0.0,0.0
1008.0,0.0,1.0,0.0,0.0,0.0
1009.0,0.0,1.0,0.0,0.0,0.0
1010.0,0.0,1.0,0.0,0.0,0.0
1011.0,0.0,1.0,0.0,0.0,0.0
1012.0,0.0,1.0,0.0,0.0,0.0
1013.0,0.0,1.0,0.0,0.0,0.0
1014.0,0.0,1.0,0.0,0.0,0.0
1015.0,0.0,1.0,0.0,0.0,0.0
1016.0,0.0,1.0,0.0,0.0,0.0
1017.0,0.0,1.0,0.0,0.0,0.0
1018.0,0.0,1.0,0.0,0.0,0.0
1019.0,0.0,1.0,0.0,0.0,0.0
1020.0,0.0,1.0,0.0,0.0,0.0
1021.0,0.0,1.0,0.0,0.0,0.0
1022.0,0.0,1.0,0.0,0.0,0.0
1023.0,0.0,1.0,0.0,0.0,0.0
1024.0,0.0,1.0,0.0,0.0,0.0
1025.0,0.0,1.0,0.0,0.0,0.0
1026.0,0.0,1.0,0.0,0.0,0.0
1027.0,0.8,1.0,0.22222222222222224,0.0,0.0
1028.0,3.6,1.0,0.7777777777777777,0.0,0.0
1029.0,8.6,1.0,1.3888888888888888,0.0,0.0
1030.0,14.6,1.0,1.6666666666666665,0.0,0.0
1031.0,20.0,1.0,1.5,0.0,0.0
1032.0,24.4,1.0,1.2222222222222219,0.0,0.0
1033.0,28.2,1.0,1.0555555555555558,0.0,0.0
1034.0,31.7,1.0,0.9722222222222222,0.0,0.0
1035.0,35.0,1.0,0.9166666666666669,0.0,0.0
1036.0,37.6,1.0,0.7222222222222227,0.0,0.0
1037.0,39.7,1.0,0.5833333333333337,0.0,0.0
1038.0,41.5,1.0,0.4999999999999992,0.0,0.0
1039.0,43.6,1.0,0.5833333333333337,0.0,0.0
1040.0,46.0,1.0,0.6666666666666663,0.0,0.0
1041.0,48.4,1.0,0.6666666666666663,0.0,0.0
1042.0,50.5,1.0,0.5833333333333337,0.0,0.0
1043.0,51.9,1.0,0.3888888888888885,0.0,0.0
1044.0,52.6,1.0,0.19444444444444522,0.0,0.0
1045.0,52.8,1.0,0.05555555555555437,0.0,0.0
1046.0,52.9,1.0,0.027777777777778172,0.0,0.0
1047.0,53.1,1.0,0.055555555555556344,0.0,0.0
1048.0,53.3,1.0,0.05555555555555437,0.0,0.0
1049.0,53.1,1.0,-0.05555555555555437,0.0,0.0
1050.0,52.3,1.0,-0.2222222222222234,0.0,0.0
1051.0,50.7,1.0,-0.44444444444444287,0.0,0.0
1052.0,48.8,1.0,-0.5277777777777793,0.0,0.0
1053.0,46.5,1.0,-0.6388888888888881,0.0,0.0
1054.0,43.8,1.0,-0.7500000000000008,0.0,0.0
1055.0,40.3,1.0,-0.9722222222222222,0.0,0.0
1056.0,36.0,1.0,-1.1944444444444435,0.0,0.0
1057.0,30.7,1.0,-1.4722222222222223,0.0,0.0
1058.0,25.4,1.0,-1.4722222222222223,0.0,0.0
1059.0,21.0,1.0,-1.2222222222222219,0.0,0.0
1060.0,16.7,1.0,-1.1944444444444446,0.0,0.0
1061.0,13.4,1.0,-0.9166666666666663,0.0,0.0
1062.0,12.0,1.0,-0.38888888888888895,0.0,0.0
1063.0,12.1,1.0,0.02777777777777768,0.0,0.0
1064.0,12.8,1.0,0.19444444444444473,0.0,0.0
1065.0,15.6,1.0,0.7777777777777775,0.0,0.0
1066.0,19.9,1.0,1.1944444444444442,0.0,0.0
1067.0,23.4,1.0,0.9722222222222222,0.0,0.0
1068.0,24.6,1.0,0.3333333333333341,0.0,0.0
1069.0,25.2,1.0,0.16666666666666607,0.0,0.0
1070.0,26.4,1.0,0.33333333333333315,0.0,0.0
1071.0,28.8,1.0,0.6666666666666673,0.0,0.0
1072.0,31.8,1.0,0.8333333333333333,0.0,0.0
1073.0,35.3,1.0,0.9722222222222212,0.0,0.0
1074.0,39.5,1.0,1.1666666666666674,0.0,0.0
1075.0,44.5,1.0,1.3888888888888888,0.0,0.0
1076.0,49.3,1.0,1.3333333333333326,0.0,0.0
1077.0,53.3,1.0,1.1111111111111112,0.0,0.0
1078.0,56.4,1.0,0.8611111111111115,0.0,0.0
1079.0,58.9,1.0,0.6944444444444444,0.0,0.0
1080.0,61.2,1.0,0.6388888888888901,0.0,0.0
1081.0,62.6,1.0,0.3888888888888885,0.0,0.0
1082.0,63.0,1.0,0.11111111111111072,0.0,0.0
1083.0,62.5,1.0,-0.1388888888888889,0.0,0.0
1084.0,60.9,1.0,-0.4444444444444448,0.0,0.0
1085.0,59.3,1.0,-0.4444444444444448,0.0,0.0
1086.0,58.6,1.0,-0.19444444444444325,0.0,0.0
1087.0,58.6,1.0,0.0,0.0,0.0
1088.0,58.7,1.0,0.027777777777778172,0.0,0.0
1089.0,58.8,1.0,0.027777777777776198,0.0,0.0
1090.0,58.8,1.0,0.0,0.0,0.0
1091.0,58.8,1.0,0.0,0.0,0.0
1092.0,59.1,1.0,0.08333333333333452,0.0,0.0
1093.0,60.1,1.0,0.2777777777777778,0.0,0.0
1094.0,61.7,1.0,0.4444444444444448,0.0,0.0
1095.0,63.0,1.0,0.36111111111111033,0.0,0.0
1096.0,63.7,1.0,0.19444444444444522,0.0,0.0
1097.0,63.9,1.0,0.05555555555555437,0.0,0.0
1098.0,63.5,1.0,-0.11111111111111072,0.0,0.0
1099.0,62.3,1.0,-0.3333333333333341,0.0,0.0
1100.0,60.3,1.0,-0.5555555555555556,0.0,0.0
1101.0,58.9,1.0,-0.3888888888888885,0.0,0.0
1102.0,58.4,1.0,-0.1388888888888889,0.0,0.0
1103.0,58.8,1.0,0.11111111111111072,0.0,0.0
1104.0,60.2,1.0,0.38888888888889045,0.0,0.0
1105.0,62.3,1.0,0.5833333333333317,0.0,0.0
1106.0,63.9,1.0,0.4444444444444448,0.0,0.0
1107.0,64.5,1.0,0.16666666666666705,0.0,0.0
1108.0,64.4,1.0,-0.027777777777776198,0.0,0.0
1109.0,63.5,1.0,-0.25000000000000155,0.0,0.0
1110.0,62.0,1.0,-0.41666666666666663,0.0,0.0
1111.0,61.2,1.0,-0.22222222222222143,0.0,0.0
1112.0,61.3,1.0,0.027777777777776198,0.0,0.0
1113.0,62.6,1.0,0.36111111111111227,0.0,0.0
1114.0,65.3,1.0,0.7499999999999988,0.0,0.0
1115.0,68.0,1.0,0.7500000000000008,0.0,0.0
1116.0,69.4,1.0,0.38888888888889045,0.0,0.0
1117.0,69.7,1.0,0.08333333333333254,0.0,0.0
1118.0,69.3,1.0,-0.11111111111111269,0.0,0.0
1119.0,68.1,1.0,-0.3333333333333341,0.0,0.0
1120.0,66.9,1.0,-0.33333333333333015,0.0,0.0
1121.0,66.2,1.0,-0.19444444444444522,0.0,0.0
1122.0,65.7,1.0,-0.1388888888888889,0.0,0.0
1123.0,64.9,1.0,-0.22222222222222143,0.0,0.0
1124.0,63.2,1.0,-0.472222222222223,0.0,0.0
1125.0,60.3,1.0,-0.8055555555555571,0.0,0.0
1126.0,55.8,1.0,-1.25,0.0,0.0
1127.0,50.5,1.0,-1.4722222222222214,0.0,0.0
1128.0,45.2,1.0,-1.4722222222222214,0.0,0.0
1129.0,40.1,1.0,-1.416666666666667,0.0,0.0
1130.0,36.2,1.0,-1.0833333333333328,0.0,0.0
1131.0,32.9,1.0,-0.9166666666666679,0.0,0.0
1132.0,29.8,1.0,-0.8611111111111105,0.0,0.0
1133.0,26.6,1.0,-0.8888888888888886,0.0,0.0
1134.0,23.0,1.0,-1.0000000000000004,0.0,0.0
1135.0,19.4,1.0,-1.0000000000000004,0.0,0.0
1136.0,16.3,1.0,-0.8611111111111105,0.0,0.0
1137.0,14.6,1.0,-0.4722222222222225,0.0,0.0
1138.0,14.2,1.0,-0.1111111111111112,0.0,0.0
1139.0,14.3,1.0,0.027777777777778172,0.0,0.0
1140.0,14.6,1.0,0.08333333333333304,0.0,0.0
1141.0,15.1,1.0,0.1388888888888889,0.0,0.0
1142.0,16.4,1.0,0.3611111111111108,0.0,0.0
1143.0,19.1,1.0,0.7500000000000008,0.0,0.0
1144.0,22.5,1.0,0.944444444444444,0.0,0.0
1145.0,24.4,1.0,0.5277777777777773,0.0,0.0
1146.0,24.8,1.0,0.1111111111111117,0.0,0.0
1147.0,22.7,1.0,-0.5833333333333337,0.0,0.0
1148.0,17.4,1.0,-1.4722222222222223,0.0,0.0
1149.0,13.8,1.0,-0.9999999999999993,0.0,0.0
1150.0,12.0,1.0,-0.5000000000000002,0.0,0.0
1151.0,12.0,1.0,0.0,0.0,0.0
1152.0,12.0,1.0,0.0,0.0,0.0
1153.0,13.9,1.0,0.5277777777777779,0.0,0.0
1154.0,17.7,1.0,1.0555555555555551,0.0,0.0
1155.0,22.8,1.0,1.416666666666667,0.0,0.0
1156.0,27.3,1.0,1.25,0.0,0.0
1157.0,31.2,1.0,1.0833333333333328,0.0,0.0
1158.0,35.2,1.0,1.111111111111112,0.0,0.0
1159.0,39.4,1.0,1.1666666666666654,0.0,0.0
1160.0,42.5,1.0,0.8611111111111115,0.0,0.0
1161.0,45.4,1.0,0.8055555555555551,0.0,0.0
1162.0,48.2,1.0,0.7777777777777789,0.0,0.0
1163.0,50.3,1.0,0.5833333333333317,0.0,0.0
1164.0,52.6,1.0,0.6388888888888901,0.0,0.0
1165.0,54.5,1.0,0.5277777777777773,0.0,0.0
1166.0,56.6,1.0,0.5833333333333337,0.0,0.0
1167.0,58.3,1.0,0.47222222222222104,0.0,0.0
1168.0,60.0,1.0,0.472222222222223,0.0,0.0
1169.0,61.5,1.0,0.41666666666666663,0.0,0.0
1170.0,63.1,1.0,0.4444444444444448,0.0,0.0
1171.0,64.3,1.0,0.33333333333333215,0.0,0.0
1172.0,65.7,1.0,0.38888888888889045,0.0,0.0
1173.0,67.1,1.0,0.3888888888888865,0.0,0.0
1174.0,68.3,1.0,0.3333333333333341,0.0,0.0
1175.0,69.7,1.0,0.38888888888889045,0.0,0.0
1176.0,70.6,1.0,0.2499999999999976,0.0,0.0
1177.0,71.6,1.0,0.2777777777777778,0.0,0.0
1178.0,72.6,1.0,0.2777777777777778,0.0,0.0
1179.0,73.5,1.0,0.25000000000000155,0.0,0.0
1180.0,74.2,1.0,0.19444444444444522,0.0,0.0
1181.0,74.9,1.0,0.19444444444444522,0.0,0.0
1182.0,75.6,1.0,0.19444444444444128,0.0,0.0
1183.0,76.3,1.0,0.19444444444444522,0.0,0.0
1184.0,77.1,1.0,0.22222222222222143,0.0,0.0
1185.0,77.9,1.0,0.22222222222222537,0.0,0.0
1186.0,78.5,1.0,0.16666666666666508,0.0,0.0
1187.0,79.0,1.0,0.1388888888888889,0.0,0.0
1188.0,79.7,1.0,0.19444444444444522,0.0,0.0
1189.0,80.3,1.0,0.16666666666666508,0.0,0.0
1190.0,81.0,1.0,0.19444444444444522,0.0,0.0
1191.0,81.6,1.0,0.16666666666666508,0.0,0.0
1192.0,82.4,1.0,0.22222222222222537,0.0,0.0
1193.0,82.9,1.0,0.1388888888888889,0.0,0.0
1194.0,83.4,1.0,0.1388888888888889,0.0,0.0
1195.0,83.8,1.0,0.11111111111110875,0.0,0.0
1196.0,84.2,1.0,0.11111111111111269,0.0,0.0
1197.0,84.7,1.0,0.1388888888888889,0.0,0.0
1198.0,85.2,1.0,0.1388888888888889,0.0,0.0
1199.0,85.6,1.0,0.11111111111110875,0.0,0.0
1200.0,86.3,1.0,0.19444444444444522,0.0,0.0
1201.0,86.8,1.0,0.1388888888888889,0.0,0.0
1202.0,87.4,1.0,0.16666666666666904,0.0,0.0
1203.0,88.0,1.0,0.16666666666666508,0.0,0.0
1204.0,88.3,1.0,0.08333333333333254,0.0,0.0
1205.0,88.7,1.0,0.11111111111111269,0.0,0.0
1206.0,89.0,1.0,0.08333333333333254,0.0,0.0
1207.0,89.3,1.0,0.08333333333333254,0.0,0.0
1208.0,89.8,1.0,0.1388888888888889,0.0,0.0
1209.0,90.2,1.0,0.11111111111111269,0.0,0.0
1210.0,90.6,1.0,0.11111111111110875,0.0,0.0
1211.0,91.0,1.0,0.11111111111111269,0.0,0.0
1212.0,91.3,1.0,0.08333333333333254,0.0,0.0
1213.0,91.6,1.0,0.08333333333333254,0.0,0.0
1214.0,91.9,1.0,0.08333333333333649,0.0,0.0
1215.0,92.2,1.0,0.08333333333333254,0.0,0.0
1216.0,92.8,1.0,0.16666666666666508,0.0,0.0
1217.0,93.1,1.0,0.08333333333333254,0.0,0.0
1218.0,93.3,1.0,0.055555555555556344,0.0,0.0
1219.0,93.5,1.0,0.055555555555556344,0.0,0.0
1220.0,93.7,1.0,0.055555555555556344,0.0,0.0
1221.0,93.9,1.0,0.055555555555556344,0.0,0.0
1222.0,94.0,1.0,0.027777777777776198,0.0,0.0
1223.0,94.1,1.0,0.027777777777776198,0.0,0.0
1224.0,94.3,1.0,0.055555555555556344,0.0,0.0
1225.0,94.4,1.0,0.027777777777780146,0.0,0.0
1226.0,94.6,1.0,0.055555555555552395,0.0,0.0
1227.0,94.7,1.0,0.027777777777780146,0.0,0.0
1228.0,94.8,1.0,0.027777777777776198,0.0,0.0
1229.0,95.0,1.0,0.055555555555556344,0.0,0.0
1230.0,95.1,1.0,0.027777777777776198,0.0,0.0
1231.0,95.3,1.0,0.055555555555556344,0.0,0.0
1232.0,95.4,1.0,0.027777777777780146,0.0,0.0
1233.0,95.6,1.0,0.055555555555552395,0.0,0.0
1234.0,95.7,1.0,0.027777777777780146,0.0,0.0
1235.0,95.8,1.0,0.027777777777776198,0.0,0.0
1236.0,96.0,1.0,0.055555555555556344,0.0,0.0
1237.0,96.1,1.0,0.027777777777776198,0.0,0.0
1238.0,96.3,1.0,0.055555555555556344,0.0,0.0
1239.0,96.4,1.0,0.027777777777780146,0.0,0.0
1240.0,96.6,1.0,0.055555555555552395,0.0,0.0
1241.0,96.8,1.0,0.055555555555556344,0.0,0.0
1242.0,97.0,1.0,0.055555555555556344,0.0,0.0
1243.0,97.2,1.0,0.055555555555556344,0.0,0.0
1244.0,97.3,1.0,0.027777777777776198,0.0,0.0
1245.0,97.4,1.0,0.027777777777780146,0.0,0.0
1246.0,97.4,1.0,0.0,0.0,0.0
1247.0,97.4,1.0,0.0,0.0,0.0
1248.0,97.4,1.0,0.0,0.0,0.0
1249.0,97.3,1.0,-0.027777777777780146,0.0,0.0
1250.0,97.3,1.0,0.0,0.0,0.0
1251.0,97.3,1.0,0.0,0.0,0.0
1252.0,97.3,1.0,0.0,0.0,0.0
1253.0,97.2,1.0,-0.027777777777776198,0.0,0.0
1254.0,97.1,1.0,-0.027777777777780146,0.0,0.0
1255.0,97.0,1.0,-0.027777777777776198,0.0,0.0
1256.0,96.9,1.0,-0.027777777777776198,0.0,0.0
1257.0,96.7,1.0,-0.055555555555556344,0.0,0.0
1258.0,96.4,1.0,-0.08333333333333254,0.0,0.0
1259.0,96.1,1.0,-0.08333333333333649,0.0,0.0
1260.0,95.7,1.0,-0.11111111111110875,0.0,0.0
1261.0,95.5,1.0,-0.055555555555556344,0.0,0.0
1262.0,95.3,1.0,-0.055555555555556344,0.0,0.0
1263.0,95.2,1.0,-0.027777777777776198,0.0,0.0
1264.0,95.0,1.0,-0.055555555555556344,0.0,0.0
1265.0,94.9,1.0,-0.027777777777776198,0.0,0.0
1266.0,94.7,1.0,-0.055555555555556344,0.0,0.0
1267.0,94.5,1.0,-0.055555555555556344,0.0,0.0
1268.0,94.4,1.0,-0.027777777777776198,0.0,0.0
1269.0,94.4,1.0,0.0,0.0,0.0
1270.0,94.3,1.0,-0.027777777777780146,0.0,0.0
1271.0,94.3,1.0,0.0,0.0,0.0
1272.0,94.1,1.0,-0.055555555555556344,0.0,0.0
1273.0,93.9,1.0,-0.055555555555552395,0.0,0.0
1274.0,93.4,1.0,-0.1388888888888889,0.0,0.0
1275.0,92.8,1.0,-0.16666666666666904,0.0,0.0
1276.0,92.0,1.0,-0.22222222222222143,0.0,0.0
1277.0,91.3,1.0,-0.19444444444444522,0.0,0.0
1278.0,90.6,1.0,-0.19444444444444522,0.0,0.0
1279.0,90.0,1.0,-0.16666666666666508,0.0,0.0
1280.0,89.3,1.0,-0.19444444444444522,0.0,0.0
1281.0,88.7,1.0,-0.16666666666666508,0.0,0.0
1282.0,88.1,1.0,-0.16666666666666904,0.0,0.0
1283.0,87.4,1.0,-0.19444444444444128,0.0,0.0
1284.0,86.7,1.0,-0.19444444444444522,0.0,0.0
1285.0,86.0,1.0,-0.19444444444444522,0.0,0.0
1286.0,85.3,1.0,-0.19444444444444522,0.0,0.0
1287.0,84.7,1.0,-0.16666666666666508,0.0,0.0
1288.0,84.1,1.0,-0.16666666666666904,0.0,0.0
1289.0,83.5,1.0,-0.16666666666666508,0.0,0.0
1290.0,82.9,1.0,-0.16666666666666508,0.0,0.0
1291.0,82.3,1.0,-0.16666666666666904,0.0,0.0
1292.0,81.7,1.0,-0.16666666666666508,0.0,0.0
1293.0,81.1,1.0,-0.16666666666666904,0.0,0.0
1294.0,80.5,1.0,-0.16666666666666508,0.0,0.0
1295.0,79.9,1.0,-0.16666666666666508,0.0,0.0
1296.0,79.4,1.0,-0.1388888888888889,0.0,0.0
1297.0,79.1,1.0,-0.08333333333333649,0.0,0.0
1298.0,78.8,1.0,-0.08333333333333254,0.0,0.0
1299.0,78.5,1.0,-0.08333333333333254,0.0,0.0
1300.0,78.2,1.0,-0.08333333333333254,0.0,0.0
1301.0,77.9,1.0,-0.08333333333333254,0.0,0.0
1302.0,77.6,1.0,-0.08333333333333649,0.0,0.0
1303.0,77.3,1.0,-0.08333333333333254,0.0,0.0
1304.0,77.0,1.0,-0.08333333333333254,0.0,0.0
1305.0,76.7,1.0,-0.08333333333333254,0.0,0.0
1306.0,76.0,1.0,-0.19444444444444522,0.0,0.0
1307.0,76.0,1.0,0.0,0.0,0.0
1308.0,76.0,1.0,0.0,0.0,0.0
1309.0,75.9,1.0,-0.027777777777776198,0.0,0.0
1310.0,75.9,1.0,0.0,0.0,0.0
1311.0,75.8,1.0,-0.027777777777780146,0.0,0.0
1312.0,75.7,1.0,-0.027777777777776198,0.0,0.0
1313.0,75.5,1.0,-0.055555555555556344,0.0,0.0
1314.0,75.2,1.0,-0.08333333333333254,0.0,0.0
1315.0,75.0,1.0,-0.055555555555556344,0.0,0.0
1316.0,74.7,1.0,-0.08333333333333254,0.0,0.0
1317.0,74.1,1.0,-0.16666666666666904,0.0,0.0
1318.0,73.7,1.0,-0.11111111111110875,0.0,0.0
1319.0,73.3,1.0,-0.11111111111111269,0.0,0.0
1320.0,73.5,1.0,0.055555555555556344,0.0,0.0
1321.0,74.0,1.0,0.1388888888888889,0.0,0.0
1322.0,74.9,1.0,0.25000000000000155,0.0,0.0
1323.0,76.1,1.0,0.33333333333333015,0.0,0.0
1324.0,77.7,1.0,0.4444444444444468,0.0,0.0
1325.0,79.2,1.0,0.41666666666666663,0.0,0.0
1326.0,80.3,1.0,0.30555555555555397,0.0,0.0
1327.0,80.8,1.0,0.1388888888888889,0.0,0.0
1328.0,81.0,1.0,0.055555555555556344,0.0,0.0
1329.0,81.0,1.0,0.0,0.0,0.0
1330.0,81.0,1.0,0.0,0.0,0.0
1331.0,81.0,1.0,0.0,0.0,0.0
1332.0,81.0,1.0,0.0,0.0,0.0
1333.0,80.9,1.0,-0.027777777777776198,0.0,0.0
1334.0,80.6,1.0,-0.08333333333333649,0.0,0.0
1335.0,80.3,1.0,-0.08333333333333254,0.0,0.0
1336.0,80.0,1.0,-0.08333333333333254,0.0,0.0
1337.0,79.9,1.0,-0.027777777777776198,0.0,0.0
1338.0,79.8,1.0,-0.027777777777780146,0.0,0.0
1339.0,79.8,1.0,0.0,0.0,0.0
1340.0,79.8,1.0,0.0,0.0,0.0
1341.0,79.9,1.0,0.027777777777780146,0.0,0.0
1342.0,80.0,1.0,0.027777777777776198,0.0,0.0
1343.0,80.4,1.0,0.11111111111111269,0.0,0.0
1344.0,80.8,1.0,0.11111111111110875,0.0,0.0
1345.0,81.2,1.0,0.11111111111111269,0.0,0.0
1346.0,81.5,1.0,0.08333333333333254,0.0,0.0
1347.0,81.6,1.0,0.027777777777776198,0.0,0.0
1348.0,81.6,1.0,0.0,0.0,0.0
1349.0,81.4,1.0,-0.055555555555552395,0.0,0.0
1350.0,80.7,1.0,-0.19444444444444522,0.0,0.0
1351.0,79.6,1.0,-0.3055555555555579,0.0,0.0
1352.0,78.2,1.0,-0.3888888888888865,0.0,0.0
1353.0,76.8,1.0,-0.38888888888889045,0.0,0.0
1354.0,75.3,1.0,-0.41666666666666663,0.0,0.0
1355.0,73.8,1.0,-0.41666666666666663,0.0,0.0
1356.0,72.1,1.0,-0.472222222222223,0.0,0.0
1357.0,70.2,1.0,-0.5277777777777753,0.0,0.0
1358.0,68.2,1.0,-0.5555555555555556,0.0,0.0
1359.0,66.1,1.0,-0.5833333333333357,0.0,0.0
1360.0,63.8,1.0,-0.6388888888888881,0.0,0.0
1361.0,61.6,1.0,-0.6111111111111099,0.0,0.0
1362.0,60.2,1.0,-0.3888888888888885,0.0,0.0
1363.0,59.8,1.0,-0.11111111111111269,0.0,0.0
1364.0,60.4,1.0,0.16666666666666705,0.0,0.0
1365.0,61.8,1.0,0.3888888888888885,0.0,0.0
1366.0,62.6,1.0,0.2222222222222234,0.0,0.0
1367.0,62.7,1.0,0.027777777777778172,0.0,0.0
1368.0,61.9,1.0,-0.2222222222222234,0.0,0.0
1369.0,60.0,1.0,-0.5277777777777773,0.0,0.0
1370.0,58.4,1.0,-0.4444444444444448,0.0,0.0
1371.0,57.8,1.0,-0.16666666666666705,0.0,0.0
1372.0,57.8,1.0,0.0,0.0,0.0
1373.0,57.8,1.0,0.0,0.0,0.0
1374.0,57.3,1.0,-0.1388888888888889,0.0,0.0
1375.0,56.2,1.0,-0.30555555555555397,0.0,0.0
1376.0,54.3,1.0,-0.5277777777777793,0.0,0.0
1377.0,50.8,1.0,-0.9722222222222222,0.0,0.0
1378.0,45.5,1.0,-1.4722222222222214,0.0,0.0
1379.0,40.2,1.0,-1.4722222222222214,0.0,0.0
1380.0,34.9,1.0,-1.4722222222222234,0.0,0.0
1381.0,29.6,1.0,-1.4722222222222214,0.0,0.0
1382.0,27.3,1.0,-0.6388888888888891,0.0,0.0
1383.0,29.3,1.0,0.5555555555555556,0.0,0.0
1384.0,32.9,1.0,0.9999999999999993,0.0,0.0
1385.0,35.6,1.0,0.7500000000000008,0.0,0.0
1386.0,36.7,1.0,0.30555555555555597,0.0,0.0
1387.0,37.6,1.0,0.2499999999999996,0.0,0.0
1388.0,39.4,1.0,0.4999999999999992,0.0,0.0
1389.0,42.5,1.0,0.8611111111111115,0.0,0.0
1390.0,46.5,1.0,1.1111111111111112,0.0,0.0
1391.0,50.2,1.0,1.0277777777777786,0.0,0.0
1392.0,52.8,1.0,0.7222222222222207,0.0,0.0
1393.0,54.3,1.0,0.41666666666666663,0.0,0.0
1394.0,54.9,1.0,0.16666666666666705,0.0,0.0
1395.0,54.9,1.0,0.0,0.0,0.0
1396.0,54.7,1.0,-0.05555555555555437,0.0,0.0
1397.0,54.1,1.0,-0.16666666666666705,0.0,0.0
1398.0,53.2,1.0,-0.2499999999999996,0.0,0.0
1399.0,52.1,1.0,-0.30555555555555597,0.0,0.0
1400.0,50.7,1.0,-0.3888888888888885,0.0,0.0
1401.0,49.1,1.0,-0.4444444444444448,0.0,0.0
1402.0,47.4,1.0,-0.472222222222223,0.0,0.0
1403.0,45.2,1.0,-0.6111111111111099,0.0,0.0
1404.0,41.8,1.0,-0.944444444444446,0.0,0.0
1405.0,36.5,1.0,-1.4722222222222214,0.0,0.0
1406.0,31.2,1.0,-1.4722222222222223,0.0,0.0
1407.0,27.6,1.0,-0.9999999999999993,0.0,0.0
1408.0,26.9,1.0,-0.19444444444444522,0.0,0.0
1409.0,27.3,1.0,0.1111111111111117,0.0,0.0
1410.0,27.5,1.0,0.05555555555555536,0.0,0.0
1411.0,27.4,1.0,-0.027777777777778172,0.0,0.0
1412.0,27.1,1.0,-0.08333333333333254,0.0,0.0
1413.0,26.7,1.0,-0.1111111111111117,0.0,0.0
1414.0,26.8,1.0,0.027777777777778172,0.0,0.0
1415.0,28.2,1.0,0.3888888888888885,0.0,0.0
1416.0,31.1,1.0,0.8055555555555561,0.0,0.0
1417.0,34.8,1.0,1.0277777777777766,0.0,0.0
1418.0,38.4,1.0,1.0000000000000004,0.0,0.0
1419.0,40.9,1.0,0.6944444444444444,0.0,0.0
1420.0,41.7,1.0,0.2222222222222234,0.0,0.0
1421.0,40.9,1.0,-0.2222222222222234,0.0,0.0
1422.0,38.3,1.0,-0.7222222222222227,0.0,0.0
1423.0,35.3,1.0,-0.8333333333333333,0.0,0.0
1424.0,34.3,1.0,-0.2777777777777778,0.0,0.0
1425.0,34.6,1.0,0.08333333333333452,0.0,0.0
1426.0,36.3,1.0,0.47222222222222104,0.0,0.0
1427.0,39.5,1.0,0.8888888888888896,0.0,0.0
1428.0,41.8,1.0,0.6388888888888881,0.0,0.0
1429.0,42.5,1.0,0.19444444444444522,0.0,0.0
1430.0,41.9,1.0,-0.16666666666666705,0.0,0.0
1431.0,40.1,1.0,-0.4999999999999992,0.0,0.0
1432.0,36.6,1.0,-0.9722222222222222,0.0,0.0
1433.0,31.3,1.0,-1.4722222222222223,0.0,0.0
1434.0,26.0,1.0,-1.4722222222222223,0.0,0.0
1435.0,20.6,1.0,-1.4999999999999996,0.0,0.0
1436.0,19.1,1.0,-0.41666666666666663,0.0,0.0
1437.0,19.7,1.0,0.16666666666666607,0.0,0.0
1438.0,21.1,1.0,0.38888888888888945,0.0,0.0
1439.0,22.0,1.0,0.2499999999999996,0.0,0.0
1440.0,22.1,1.0,0.027777777777778172,0.0,0.0
1441.0,21.4,1.0,-0.19444444444444522,0.0,0.0
1442.0,19.6,1.0,-0.4999999999999992,0.0,0.0
1443.0,18.3,1.0,-0.3611111111111113,0.0,0.0
1444.0,18.0,1.0,-0.08333333333333352,0.0,0.0
1445.0,18.3,1.0,0.08333333333333352,0.0,0.0
1446.0,18.5,1.0,0.05555555555555536,0.0,0.0
1447.0,17.9,1.0,-0.16666666666666705,0.0,0.0
1448.0,15.0,1.0,-0.8055555555555551,0.0,0.0
1449.0,9.9,1.0,-1.4166666666666665,0.0,0.0
1450.0,4.6,1.0,-1.4722222222222223,0.0,0.0
